Prod,Aggregate,U,NumSamples,NumNA,NumStksOverfished_p10,NumStksOverfished_p25,NumStksOverfished_Med,NumStksOverfished_p75,NumStksOverfished_p90,NumStksExtirpated_p10,NumStksExtirpated_p25,NumStksExtirpated_Med,NumStksExtirpated_p75,NumStksExtirpated_p90,NumStksBelowSgen_p10,NumStksBelowSgen_p25,NumStksBelowSgen_Med,NumStksBelowSgen_p75,NumStksBelowSgen_p90,EqSpn_p10,EqSpn_p25,EqSpn_Med,EqSpn_p75,EqSpn_p90,EqCt_p10,EqCt_p25,EqCt_Med,EqCt_p75,EqCt_p90,NumStksOverfishedv2p20,NumStksExtirpatedv2p20,NumStksBelowSgenv2p20,NumStksOverfishedv2p40,NumStksExtirpatedv2p40,NumStksBelowSgenv2p40
LTAvg,SkeenaChannel,0.07,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1076622.3,1252160.688,1543517.162,1896873.789,2302140.543,81036.08707,94248.65396,116178.7111,142775.4465,173279.3957,0,0,0,0,0,0
LTAvg,SkeenaChannel,0.08,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1068766.801,1243013.146,1530957.883,1881909.103,2283242.374,92936.24354,108088.0997,133126.7724,163644.2698,198542.8151,0,0,0,0,0,0
LTAvg,SkeenaChannel,0.09,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1061140.168,1233684.414,1518369.22,1867202.606,2261669.695,104947.9287,122012.7442,150168.3844,184668.3896,223681.6181,0,0,0,0,0,0
LTAvg,SkeenaChannel,0.1,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1053836.247,1224076.43,1505608.009,1851392.2,2243249.125,117092.9164,136008.4922,167289.7788,205710.2445,249249.9028,0,0,0,0,0,0
LTAvg,SkeenaChannel,0.11,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1046488.465,1214550.238,1493956.803,1835317.396,2222306.999,129341.2709,150112.9508,184646.3465,226836.9815,274667.1571,0,0,0,0,0,0
LTAvg,SkeenaChannel,0.12,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1039057.655,1204971.268,1482224.92,1818703.794,2201128.233,141689.6802,164314.2639,202121.58,248005.0628,300153.85,0,0,0,0,0,0
LTAvg,SkeenaChannel,0.13,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1031578.321,1195549.601,1469093.649,1803073.606,2179707.419,154143.8871,178645.3427,219519.7406,269424.7918,325703.4075,0,0,0,0,0,0
LTAvg,SkeenaChannel,0.14,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1023464.492,1185966.082,1455456.05,1786339.225,2157442.388,166610.4986,193064.2459,236934.7059,290799.4087,351211.5515,0,0,0,0,0,0
LTAvg,SkeenaChannel,0.15,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1015785.248,1174670.268,1442439.255,1768313.78,2134719.59,179256.2203,207294.7532,254548.1039,312055.3729,376715.2218,0,0,0,0,0,0
LTAvg,SkeenaChannel,0.16,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1008110.549,1164375.973,1429188.296,1749816.135,2112013.621,192021.0569,221785.8997,272226.342,333298.3114,402288.3088,0,0,0,0,0,0
LTAvg,SkeenaChannel,0.17,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000270.929,1153495.583,1416832.629,1732390.489,2090961.509,204874.7686,236258.1315,290194.6349,354826.9676,428269.2247,0,0,0,0,0,0
LTAvg,SkeenaChannel,0.18,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,990609.234,1143915.235,1402354.001,1714859.931,2072435.22,217450.8075,251103.3442,307833.8051,376432.6677,454924.8045,0,0,0,0,0,0
LTAvg,SkeenaChannel,0.19,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,982013.3633,1133745.548,1387358.603,1697021.172,2051232.248,230348.8136,265940.3136,325429.7958,398066.6946,481153.2433,0,0,0,0,0,0
LTAvg,SkeenaChannel,0.2,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,973509.0799,1122693.623,1373195.211,1679152.117,2027248.898,243377.27,280673.4057,343298.8028,419788.0294,506812.2246,0,0,0,0,0,0
LTAvg,SkeenaChannel,0.21,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,963528.3919,1112788.973,1359621.268,1660742.988,2007302.15,256127.8004,295804.6636,361418.3117,441463.3258,533586.6474,0,0,0,0,0,0
LTAvg,SkeenaChannel,0.22,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,954187.5787,1101832.856,1345583.09,1642167.744,1981854.171,269129.8299,310773.3697,379523.4356,463175.5175,558984.5096,0,0,0,0,0,0
LTAvg,SkeenaChannel,0.23,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,944057.6936,1091205.838,1330095.46,1623276.109,1955884.192,281991.2591,325944.6009,397301.2413,484874.682,584225.1484,0,0,0,0,0,0
LTAvg,SkeenaChannel,0.24,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,933139.3809,1080893.414,1315496.507,1601821.563,1929809.995,294675.594,341334.7625,415419.9497,505838.3883,609413.6826,0,0,0,0,0,0
LTAvg,SkeenaChannel,0.25,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,924866.5161,1069449.09,1301069.719,1583714.375,1908220.162,308288.8387,356483.0298,433689.9063,527904.7918,636073.3874,0,0,0,0,0,0
LTAvg,SkeenaChannel,0.26,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,916566.1847,1058036.699,1284994.946,1563709.111,1888018.775,322036.7676,371742.6241,451484.7107,549411.3091,663357.948,0,0,0,0,0,0
LTAvg,SkeenaChannel,0.27,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,908152.9201,1045486.793,1269636.972,1544947.522,1864266.2,335892.1759,386686.8962,469591.7569,571418.9464,689523.1151,0,0,0,0,0,0
LTAvg,SkeenaChannel,0.28,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,899538.934,1033407.672,1254554.111,1526660.957,1840331.405,349820.6966,401880.7611,487882.1543,593701.4832,715684.4353,0,0,0,0,0,0
LTAvg,SkeenaChannel,0.29,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,889629.4167,1021567.403,1238791.906,1508352.849,1815065.785,363369.7618,417259.9251,505985.4262,616087.7834,741364.8981,0,0,0,0,0,0
LTAvg,SkeenaChannel,0.3,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,878804.3115,1010074.312,1223784.73,1488654.431,1789848.623,376630.4192,432888.9907,524479.1699,637994.7562,767077.9811,0,0,0,0,0,0
LTAvg,SkeenaChannel,0.31,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,867359.9453,998326.2107,1208579.1,1468625.04,1761321.097,389683.4537,448523.37,542984.8131,659817.047,791318.1739,0,0,0,0,0,0
LTAvg,SkeenaChannel,0.32,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,855914.1546,986129.6768,1192771.915,1446138.186,1735184.966,402783.1316,464061.0244,561304.4304,680535.6171,816557.6311,0,0,0,0,0,0
LTAvg,SkeenaChannel,0.33,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,845670.3145,972712.2085,1175247.273,1425649.141,1707990.934,416524.1848,479097.0579,578853.1344,702185.3978,841249.266,0,0,0,0,0,0
LTAvg,SkeenaChannel,0.34,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,835929.1909,960109.4866,1157221.165,1404471.125,1681467.121,430630.1892,494601.8567,596144.2363,723515.4281,866210.3352,0,0,0,0,0,0
LTAvg,SkeenaChannel,0.35,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,824466.6098,947252.7556,1139499.614,1384911.442,1653752.828,443943.5591,510059.1761,613576.7151,745721.5454,890482.2918,0,0,0,0,0,0
LTAvg,SkeenaChannel,0.36,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,814005.1028,934853.5666,1122733.4,1364781.879,1628668.182,457877.8703,525855.1312,631537.5377,767689.807,916125.8525,0,0,0,0,0,0
LTAvg,SkeenaChannel,0.37,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,803172.1509,920863.9599,1104777.543,1342882.331,1601492.324,471704.2791,540824.8653,648837.6044,788676.9244,940558.9839,0,0,0,0,0,0
LTAvg,SkeenaChannel,0.38,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,790533.6919,906894.1305,1086435.16,1318660.049,1571659.174,484520.6499,555838.338,665879.614,808210.9977,963274.9774,0,0,0,0,0,0
LTAvg,SkeenaChannel,0.39,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,780889.4683,892916.4266,1068913.504,1293307.009,1546482.528,499257.201,570880.994,683403.716,826868.4155,988734.7312,0,0,0,0,0,0
LTAvg,SkeenaChannel,0.4,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,769722.4854,878929.5343,1051033.423,1267596.149,1513856.162,513148.3236,585953.0229,700688.949,845064.0995,1009237.441,0,0,0,0,0,0
LTAvg,SkeenaChannel,0.41,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,756787.4714,864562.3614,1032047.698,1243731.652,1481468.453,525903.1581,600797.5732,717185.6883,864288.0968,1029495.027,0,0,0,0,0,0
LTAvg,SkeenaChannel,0.42,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,743733.4326,850093.7625,1011825.157,1220264.175,1451570.937,538565.5891,615585.1384,732700.9757,883639.5751,1051137.575,0,0,0,0,0,0
LTAvg,SkeenaChannel,0.43,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,732219.3286,833871.9866,991858.211,1195300.803,1419038.064,552375.9847,629061.3232,748243.9136,901718.1498,1070502.399,0,0,0,0,0,0
LTAvg,SkeenaChannel,0.44,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,719304.6847,818215.1623,972449.8638,1171035.411,1386295.868,565167.9666,642883.3418,764067.7502,920099.2514,1089232.468,0,0,0,0,0,0
LTAvg,SkeenaChannel,0.45,2000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,706799.6747,802200.2073,952883.5578,1147210.754,1356447.526,578290.6429,656345.6242,779632.0018,938626.9802,1109820.703,0,0,0,0,0,0
LTAvg,SkeenaChannel,0.46,2000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,693742.3379,784860.1184,933623.2457,1119603.704,1322095.109,590965.6952,668584.5453,795308.6908,953736.4886,1126229.167,0,0,0,0,0,0
LTAvg,SkeenaChannel,0.47,2000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,677964.5821,767957.8697,912275.9486,1096096.27,1290238.395,601213.8747,681019.2429,808999.4261,972009.8997,1144173.671,0,0,0,0,0,0
LTAvg,SkeenaChannel,0.48,2000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,664145.2591,751638.4519,889651.8758,1068883.634,1258698.377,613057.1622,693820.1095,821217.1162,986661.8164,1161875.425,1,0,0,0,0,0
LTAvg,SkeenaChannel,0.49,2000,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,649707.3444,735377.7539,865836.3904,1041201.806,1225541.835,624228.625,706539.4106,831882.0221,1000370.363,1177481.371,1,0,0,0,0,0
LTAvg,SkeenaChannel,0.5,2000,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,634812.46,715614.0191,845206.7023,1012853.704,1192136.787,634812.46,715614.0191,845206.7023,1012853.704,1192136.787,1,0,0,0,0,0
LTAvg,SkeenaChannel,0.51,2000,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,617694.4782,698807.0964,821476.9897,983972.6261,1157769.484,642906.4977,727329.8351,855006.6627,1024134.774,1205025.381,1,0,0,0,0,0
LTAvg,SkeenaChannel,0.52,2000,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,601425.8972,680157.5948,797997.111,953890.1988,1123765.743,651544.7219,736837.3944,864496.8702,1033381.049,1217412.889,1,0,0,1,0,0
LTAvg,SkeenaChannel,0.53,2000,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,584452.7992,660021.2734,775180.8681,925698.7074,1092627.269,659063.7949,744279.3083,874140.1278,1043873.011,1232111.601,1,0,0,1,0,0
LTAvg,SkeenaChannel,0.54,2000,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,568134.506,639614.9654,749986.6709,897146.734,1058117.22,666940.5071,750852.3507,880419.1354,1053172.253,1242137.606,1,0,0,1,0,0
LTAvg,SkeenaChannel,0.55,2000,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,551435.7876,620269.0213,724645.066,864971.0255,1022040.581,673977.0738,758106.5816,885677.3029,1057186.809,1249160.71,1,0,0,1,0,0
LTAvg,SkeenaChannel,0.56,2000,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,532277.7701,599819.004,699832.2759,834863.6264,983210.4762,677444.4346,763406.0051,890695.6238,1062553.706,1251358.788,1,0,0,1,0,0
LTAvg,SkeenaChannel,0.57,2000,0,0,1,1,1,2,0,0,0,0,0,0,0,0,0,1,515336.4701,577581.8088,675647.4175,802899.2962,944334.6241,683120.4371,765631.7001,895625.6464,1064308.369,1251792.409,1,0,0,1,0,0
LTAvg,SkeenaChannel,0.58,2000,0,0,1,1,1,2,0,0,0,0,0,0,0,0,0,1,494623.2855,555731.7987,649957.9495,772579.1126,902915.5661,683051.2038,767439.1506,897560.9778,1066894.965,1246883.401,2,0,0,1,0,0
LTAvg,SkeenaChannel,0.59,2000,0,0,1,1,1,2,0,0,0,0,0,0,0,0,0,1,474011.9205,533720.704,624071.6852,740764.1054,866784.9263,682114.7148,768037.1106,898054.3762,1065977.615,1247324.65,2,0,0,1,0,0
LTAvg,SkeenaChannel,0.6,2000,0,0,1,1,1,2,0,0,0,0,0,0,0,0,0,1,450259.7749,506994.5629,598883.2876,709263.6616,833590.2786,675389.6624,760491.8443,898324.9314,1063895.492,1250385.418,2,0,0,1,0,0
LTAvg,SkeenaChannel,0.61,2000,0,1,1,1,2,2,0,0,0,0,0,0,0,0,0,1,426550.4156,484686.5837,571931.289,676384.8321,794423.6827,667168.5987,758099.5284,894559.1955,1057935.25,1242560.119,2,0,1,1,0,0
LTAvg,SkeenaChannel,0.62,2000,0,1,1,1,2,2,0,0,0,0,0,0,0,0,0,1,401255.2409,461305.2799,543803.7883,644522.9974,755822.2802,654679.6036,752655.983,887258.8125,1051590.154,1233183.72,2,0,1,1,0,0
LTAvg,SkeenaChannel,0.63,2000,0,1,1,1,2,2,0,0,0,0,0,0,0,0,1,1,371568.8574,437212.2466,514842.6683,611015.6516,718610.0173,632671.2977,744442.4739,876624.0027,1040378.001,1223579.219,2,0,1,2,0,0
LTAvg,SkeenaChannel,0.64,2000,0,1,1,1,2,2,0,0,0,0,0,0,0,0,1,1,345895.5065,410680.4341,486913.7025,577300.8952,680109.7009,614925.3449,730098.5496,865624.3601,1026312.703,1209083.913,2,0,1,2,0,0
LTAvg,SkeenaChannel,0.65,2000,0,1,1,1,2,2,0,0,0,0,1,0,0,0,1,1,319314.7367,383413.9815,457784.7493,543238.0233,639212.0779,593013.0825,712054.537,850171.6773,1008870.615,1187108.145,2,0,1,2,0,0
LTAvg,SkeenaChannel,0.66,2000,0,1,1,2,2,2,0,0,0,0,1,0,0,0,1,1,290772.6428,357096.0944,427973.3452,508383.6747,601400.7657,564441.0124,693186.5362,830771.7878,986862.4273,1167425.016,2,0,1,2,0,1
LTAvg,SkeenaChannel,0.67,2000,0,1,1,2,2,2,0,0,0,0,1,0,0,1,1,1,266612.9338,330164.948,398888.174,475470.9293,561767.4563,541305.0474,670334.8945,809863.8685,965350.0687,1140558.169,2,0,1,2,0,1
LTAvg,SkeenaChannel,0.68,2000,0,1,1,2,2,2,0,0,0,0,1,0,0,1,1,1,238188.0888,300529.2611,369604.1083,442225.3395,522349.667,506149.6888,638624.6799,785408.7301,939728.8465,1109993.042,2,1,1,2,0,1
LTAvg,SkeenaChannel,0.69,2000,0,1,1,2,2,2,0,0,0,1,1,0,0,1,1,1,209864.0391,273071.8144,341343.1496,411205.0914,485170.1714,467116.7321,607805.0062,759763.7845,915262.9454,1079894.898,2,1,1,2,0,1
LTAvg,SkeenaChannel,0.7,2000,0,1,2,2,2,2,0,0,0,1,1,0,0,1,1,1,175580.2343,245098.2144,312340.2516,379806.0294,447856.3495,409687.2133,571895.8336,728793.9204,886214.0687,1044998.149,2,1,1,2,0,1
LTAvg,SkeenaChannel,0.71,2000,0,1,2,2,2,2,0,0,0,1,1,0,0,1,1,2,140244.0456,217210.3064,283811.9457,346090.9382,411861.8281,343356.1116,531790.7502,694849.936,847326.0901,1008351.372,2,1,1,2,0,1
LTAvg,SkeenaChannel,0.72,2000,0,1,2,2,2,2,0,0,0,1,1,0,1,1,1,2,101790.9963,185543.741,256740.3278,318024.0466,379079.9249,261748.2762,477112.4768,660189.4144,817776.1199,974776.9499,2,1,1,2,1,1
LTAvg,SkeenaChannel,0.73,2000,0,1,2,2,2,2,0,0,1,1,1,0,1,1,1,2,66968.28022,157218.0713,230493.8258,288896.3827,349904.0495,181062.3873,425071.0817,623187.0104,781090.2198,946036.8747,2,1,2,2,1,1
LTAvg,SkeenaChannel,0.74,2000,0,1,2,2,2,2,0,0,1,1,1,0,1,1,1,2,34821.74497,127181.8796,205432.3962,262958.8643,318691.757,99108.04337,361979.1957,584692.2047,748421.3831,907045.7699,2,1,2,2,1,1
LTAvg,SkeenaChannel,0.75,2000,0,2,2,2,2,2,0,0,1,1,1,0,1,1,2,2,5988.34015,95846.21866,176512.9383,237073.2698,291272.1197,17965.02045,287538.656,529538.8148,711219.8095,873816.3592,2,1,2,2,1,1
LTAvg,SkeenaChannel,0.76,2000,0,2,2,2,2,2,0,1,1,1,2,1,1,1,2,2,0,65030.27523,149781.169,213627.7226,260955.5253,0,205929.2049,474307.0353,676487.7881,826359.1633,2,1,2,2,1,1
LTAvg,SkeenaChannel,0.77,2000,0,2,2,2,2,2,0,1,1,1,2,1,1,1,2,2,0,33405.95481,123381.0802,190804.7345,236067.7217,0,111837.327,413058.399,638781.0675,790313.6771,2,2,2,2,1,2
LTAvg,SkeenaChannel,0.78,2000,0,2,2,2,2,2,0,1,1,1,2,1,1,1,2,2,0,2397.014958,96568.04476,167792.7399,213866.2474,0,8498.507578,342377.6132,594901.5322,758253.059,2,2,2,2,1,2
LTAvg,SkeenaChannel,0.79,2000,0,2,2,2,2,2,1,1,1,2,2,1,1,1,2,2,0,0,68796.18951,144076.4989,190425.7537,0,0,258804.7129,542002.0674,716363.5494,2,2,2,2,1,2
LTAvg,SkeenaChannel,0.8,2000,0,2,2,2,2,2,1,1,1,2,2,1,1,2,2,2,0,0,41542.30786,122186.4319,170370.9149,0,0,166169.2314,488745.7276,681483.6596,2,2,2,2,2,2
LTAvg,SkeenaChannel,0.81,2000,0,2,2,2,2,2,1,1,1,2,2,1,1,2,2,2,0,0,18439.63059,98849.1398,149994.8916,0,0,78611.05674,421409.4907,639451.9064,2,2,2,2,2,2
LTAvg,SkeenaChannel,0.82,2000,0,2,2,2,2,2,1,1,2,2,2,1,1,2,2,2,0,0,0,75299.66307,128758.2664,0,0,0,343031.7984,586565.4358,2,2,2,2,2,2
LTAvg,SkeenaChannel,0.83,2000,0,2,2,2,2,2,1,1,2,2,2,1,1,2,2,2,0,0,0,50375.10498,108200.1536,0,0,0,245949.042,528271.338,2,2,2,2,2,2
LTAvg,SkeenaChannel,0.84,2000,0,2,2,2,2,2,1,1,2,2,2,1,2,2,2,2,0,0,0,25148.24466,85765.73513,0,0,0,132028.2844,450270.1094,2,2,2,2,2,2
LTAvg,SkeenaChannel,0.85,2000,0,2,2,2,2,2,1,1,2,2,2,1,2,2,2,2,0,0,0,646.0751897,63256.30615,0,0,0,3661.092741,358452.4015,2,2,2,2,2,2
LTAvg,SkeenaChannel,0.86,2000,0,2,2,2,2,2,1,2,2,2,2,1,2,2,2,2,0,0,0,0,42827.05094,0,0,0,0,263080.4558,2,2,2,2,2,2
LTAvg,SkeenaChannel,0.87,2000,0,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,0,0,0,0,18423.05145,0,0,0,0,123292.7289,2,2,2,2,2,2
LTAvg,SkeenaChannel,0.88,2000,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2
LTAvg,SkeenaChannel,0.89,2000,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2
LTAvg,SkeenaChannel,0.9,2000,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2
LTAvg,SkeenaChannel,0.91,2000,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2
LTAvg,SkeenaChannel,0.92,2000,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2
LTAvg,SkeenaChannel,0.93,2000,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2
LTAvg,SkeenaChannel,0.94,2000,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2
LTAvg,SkeenaChannel,0.95,2000,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2
LTAvg,SkeenaChannel,0.96,2000,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2
LTAvg,SkeenaChannel,0.97,2000,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2
LTAvg,SkeenaChannel,0.98,2000,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2
LTAvg,SkeenaChannel,0.99,2000,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2
LTAvg,SkeenaChannel,1,2000,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2
LTAvg,SkeenaWild,0,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,796326.4501,863631.2528,948221.372,1066396.429,1170857.616,0,0,0,0,0,0,0,0,0,0,0
LTAvg,SkeenaWild,0.01,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,789491.8013,855789.5632,939613.004,1057007.052,1160589.325,7974.664659,8644.339022,9491.040444,10676.83891,11723.1245,0,0,0,0,0,0
LTAvg,SkeenaWild,0.02,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,782910.5808,848478.4563,930947.3774,1047360.765,1150107.527,15977.76695,17315.88686,18998.92607,21374.7095,23471.58219,0,0,0,0,0,0
LTAvg,SkeenaWild,0.03,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,776691.7701,840876.5037,922278.5858,1037794.251,1138966.128,24021.39495,26006.4898,28524.07997,32096.72942,35225.75655,0,0,0,0,0,0
LTAvg,SkeenaWild,0.04,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,770245.9151,832659.2228,913872.8431,1027760.035,1128306.278,32093.5798,34694.13428,38078.03513,42823.33481,47012.7616,0,0,0,0,0,0
LTAvg,SkeenaWild,0.05,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,763166.8202,824851.1249,905310.7958,1018056.812,1117173.685,40166.67475,43413.2171,47647.93662,53581.93749,58798.61498,0,0,0,0,0,0
LTAvg,SkeenaWild,0.06,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,756048.4991,816654.5977,896086.553,1007059.585,1106901.04,48258.41483,52126.88921,57197.01402,64280.39901,70653.2579,0,0,0,0,0,0
LTAvg,SkeenaWild,0.07,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,747849.0014,808569.2168,886920.0965,996087.0598,1095983.93,56289.70978,60860.04858,66757.42662,74974.29482,82493.41412,0,0,0,0,0,0
LTAvg,SkeenaWild,0.08,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,740213.994,801225.6215,878080.0695,984838.1462,1085102.654,64366.43426,69671.79317,76354.78865,85638.09967,94356.75252,0,0,0,0,0,0
LTAvg,SkeenaWild,0.09,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,733098.5405,792645.9633,868380.9646,974073.2784,1073600.822,72504.25126,78393.55681,85883.83167,96336.91764,106180.3011,0,0,0,0,0,0
LTAvg,SkeenaWild,0.1,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,725514.7997,784004.6979,858643.4227,963946.0163,1061996.128,80612.75552,87111.63311,95404.82474,107105.1129,117999.5698,0,0,0,0,0,0
LTAvg,SkeenaWild,0.11,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,718126.0418,775338.1201,849193.5909,952897.3886,1050120.682,88757.15123,95828.30698,104956.5112,117773.8346,129790.1966,0,0,0,0,0,0
LTAvg,SkeenaWild,0.12,2000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,710239.1329,767454.7931,840147.599,942301.9877,1038392.764,96850.79084,104652.9263,114565.5817,128495.7256,141599.0132,0,0,0,0,0,0
LTAvg,SkeenaWild,0.13,2000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,702790.8876,758666.798,830939.1395,930826.367,1026710.596,105014.7303,113364.0043,124163.3197,139088.9974,153416.5258,0,0,0,0,0,0
LTAvg,SkeenaWild,0.14,2000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,694470.763,750063.4512,821688.2642,919975.0041,1015028.749,113053.38,122103.3525,133763.2058,149763.3728,165237.2383,0,0,0,0,0,0
LTAvg,SkeenaWild,0.15,2000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,686663.9475,741571.4764,811996.9251,909030.0017,1002710.997,121175.9907,130865.5547,143293.575,160417.0591,176948.9994,0,0,0,0,0,0
LTAvg,SkeenaWild,0.16,2000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,678926.3003,732236.6058,801548.6409,897640.455,991130.0657,129319.2953,139473.6392,152675.9316,170979.1343,188786.6792,0,0,0,0,0,0
LTAvg,SkeenaWild,0.17,2000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,669921.6282,722886.2694,791894.4031,885408.2487,978951.9505,137212.8636,148061.0431,162195.2392,181348.6774,200508.2308,0,0,0,0,0,0
LTAvg,SkeenaWild,0.18,2000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,660222.4426,713432.3178,781108.3427,873792.8846,966055.6749,144926.8776,156607.0942,171462.8069,191808.1942,212061.0018,0,0,0,0,0,0
LTAvg,SkeenaWild,0.19,2000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,652448.1368,704600.9646,770247.4351,862541.5587,952336.4584,153043.3901,165276.7695,180675.3243,202324.5632,223387.5643,0,0,0,0,0,0
